"user_id","subscribed","subscription_date","coupon","registration_date","last_edit_date","level","gender","age","study_degree","10k_AI_initiative","completed_courses_count","last_completion_date","last_completed_course_degree"
"2021","2","2023-08-27","free_initiative_ai","2023-07-27 09:35:06","2023-07-27 09:35:06","13","m","26","Graduated","1","3","2023-08-27 04:31:47.141089","97"
"2026","1",NULL,"10k_ai_initiative","2023-07-27 11:17:05","2023-07-27 11:17:05","9","m","24","Graduated","1","1","2023-07-31 12:35:22.600598","70"
"2030","1","2023-07-27",NULL,"2023-07-27 11:34:59","2023-07-27 11:34:59","12","m","25","Graduated","1","1","2023-07-31 21:37:39.724693","100"
"2056","2","2023-08-27","Golden_Coupon","2023-07-27 12:46:29","2023-07-27 12:46:29","20","m","22","Student","1","4","2023-10-25 03:35:54.139070","100"
"2057","1",NULL,"free_initiative_ai","2023-07-27 12:46:35","2023-07-27 12:46:35","19","m","25","Graduated","1","5","2023-10-26 11:36:52.891333","100"
"2063","1",NULL,"free_initiative_ai","2023-07-27 12:47:57","2023-07-27 12:47:57","14","m","19","Student","1","3","2023-09-02 14:17:56.158485","89"
"2067","1",NULL,"free_initiative_ai","2023-07-27 13:01:56","2023-07-27 13:01:56","16","m","22","Student","1","3","2023-10-25 03:10:45.540412","98"
"2071","2","2023-08-27","10k_ai_initiative","2023-07-27 13:03:03","2023-07-27 13:03:03","12","m","27","Graduated","1","1","2023-08-03 18:04:42.611263","94"
"2079","1",NULL,"free_initiative_ai","2023-07-27 13:04:53","2023-07-27 13:04:53","18","m","21","Student","1","3","2023-10-29 10:59:55.191109","100"
"2083","1",NULL,"free_initiative_ai","2023-07-27 13:06:03","2023-07-27 13:06:03","15","m","20","Student","1","3","2023-10-31 14:16:15.827104","90"
"2091","2","2023-08-01","10k_ai_initiative","2023-07-27 13:07:38","2023-07-27 13:07:38","1","m","34","Graduated","1","0",NULL,NULL
"2136","2","2023-08-27","10k_ai_initiative","2023-07-27 20:21:01","2023-07-27 20:21:01","3","f","14","Student","1","0",NULL,NULL
"2143","1","2023-07-27",NULL,"2023-07-27 21:17:28","2023-07-27 21:17:28","3","m","27","Graduated","1","1","2023-08-06 15:53:30.796599","92"
"2152","1","2023-07-28",NULL,"2023-07-27 23:51:15","2023-07-27 23:51:15","3","m","19","Student","1","0",NULL,NULL
"2184","1",NULL,"free_initiative_ai","2023-07-28 09:17:48","2023-07-28 09:17:48","17","m","23","Student","1","5","2023-10-23 14:14:30.124549","91"
"2191","1",NULL,"free_initiative_ai","2023-07-28 09:18:58","2023-07-28 09:18:58","14","m","17","Student","1","2","2023-08-31 03:44:13.323559","97"
"2194","1",NULL,"free_initiative_ai","2023-07-28 09:21:28","2023-07-28 09:21:28","13","m","35","Graduated","1","2","2023-09-19 10:32:54.042523","93"
"2199","1",NULL,"free_initiative_ai","2023-07-28 09:22:52","2023-07-28 09:22:52","12","f","24","Graduated","1","3","2023-09-03 09:22:59.609203","97"
